,Doctor's Name,speciality,Facility.Name,,
328,"Dr. Bruce E. Katz, MD",Dermatologist,Usc Verdugo Hills Hospital,,
329,"Dr. Sanjosh Singh, DO",Dermatologist,Regional Medical Center Of San Jose,,
330,"Dr. Ami Patel, MD",Internist,Valley Presbyterian Hospital,,
331,"Dr. John Adams, MD",Primary Care Doctor,Woodland Memorial Hospital,,
332,"Dr. Natan Schleider, MD",Addiction Specialist,Tri-city Medical Center,,
333,"Dr. Natan Schleider, MD",Addiction Specialist,St Bernardine Medical Center,,
334,"Dr. Lee Coleman Hinnant, MD",Family Physician,Novato Community Hospital,,
335,"Dr. Tim Mainardi, MD",Allergist,San Gabriel Valley Medical Center,,
336,"Dr. Shanna Levine, MD",Primary Care Doctor,Rideout Memorial Hospital,,
337,"Dr. Diana Nassar, MD",Family Physician,Southern California Hospital At Hollywood,,
338,"Dr. Marcella Allen, MD",Primary Care Doctor,Petaluma Valley Hospital,,
339,"Dr. Bruce E. Katz, MD",Dermatologist,Kaiser Foundation Hospital - Panorama City,,
340,"Dr. Michael Aziz, MD",Internist,Kaiser Foundation Hospital - Los Angeles,,
341,"Dr. Matthew Pabis, MD",Family Physician,Kaiser Foundation Hospital - Downey,,
342,"Dr. Lydia Wu, MD",Family Physician,Kaiser Foundation Hospital Fontana,,
343,"Dr. Roshni R. Naik, MD",Allergist,Community Hospital Of The Monterey Peninsula,,
344,"Dr. Roshni R. Naik, MD",Allergist,California Hospital Medical Center La,,
345,"Heather Johnson, PAC",Physician Assistant,Sierra Nevada Memorial Hospital,,
346,"Dr. Mindy Satsky, MD",Primary Care Doctor,Saint Francis Memorial Hospital,,
347,"Dr. Mindy Satsky, MD",Primary Care Doctor,O'connor Hospital,,
348,"Dr. Julie Kuriakose, MD",Allergist,Encino Hospital Medical Center,,
349,"Virali Patel, PA",Physician Assistant,Ventura County Medical Center,,
350,"Dr. Rachel Cohen, MD, MS",Internist,San Joaquin General Hospital,,
351,"Dr. Celina John, MD",Allergist,St Jude Medical Center,,
352,"Dr. Rajiv Agashiwala, DO",Family Physician,Pih Health Hospital-whittier,,
353,"Dr. Julide Celebi, MD",Dermatologist,Santa Rosa Memorial Hospital,,
354,"Dr. Carlos Rodriguez-Jaquez, MD",Internist,Emanuel Medical Center,,
355,"Dr. John Chuey, MD",Primary Care Doctor,John Muir Medical Center - Walnut Creek Campus,,
356,"Dr. Yong Luo, MD, PhD",Allergist,George L Mee Memorial Hospital,,
357,"Dr. Marcella Allen, MD",Primary Care Doctor,St Mary Medical Center,,
358,"Dr. Carlos Rodriguez-Jaquez, MD",Internist,Adventist Health Reedley,,
359,"Dr. Andrew Fallis, MD",Primary Care Doctor,Watsonville Community Hospital,,
360,"Dr. Zobidatte Moussa, MD",Internist,Washington Hospital,,
361,"Dr. Andrew Fallis, MD",Primary Care Doctor,Sequoia Hospital,,
362,"Dr. John Adams, MD",Primary Care Doctor,Palmdale Regional Medical Center,,
363,"Dr. Doron Katz, MD",Primary Care Doctor,East Valley Glendora Hospital,,
364,"Dr. Shanna Levine, MD",Primary Care Doctor,Alameda Hospital,,
365,"Dr. Pinkas Lebovits, MD",Dermatologist,Sharp Chula Vista Medical Center,,
366,"Dr. Tal Dagan, MD","Ear, Nose & Throat Doctor",Hoag Memorial Hospital Presbyterian,,
367,"Dr. Xiao Xiao Ma, MD",Family Physician,Adventist Health Feather River,,
368,"Dr. Debra Jaliman, MD",Dermatologist,Ahmc Anaheim Regional Medical Center,,
369,"Dr. Yong Luo, MD, PhD",Allergist,Zuckerberg San Francisco General Hosp & Trauma Ctr,,
370,"Dr. Rose Karanicolas, MD",Allergist,Garden Grove Hospital & Medical Center,,
371,"Dr. Robert Tamayev, MD, PhD",Allergist,Pomona Valley Hospital Medical Center,,
372,"Dr. Christina Jones, MD",Family Physician,French Hospital Medical Center,,
373,"Dr. David Volpi, MD","Ear, Nose & Throat Doctor",Sharp Coronado Hospital And Hlthcr Ctr,,
374,"Dr. Christina Jones, MD",Family Physician,Providence Saint Joseph Medical Ctr,,
375,"Dr. Jared Dropkin, DO",Family Physician,Adventist Health Simi Valley,,
376,"Dr. Kamran Jafri, MD","Ear, Nose & Throat Doctor",Methodist Hospital Of Southern Ca,,
377,"Dr. Adjoa Duker, MD, MPH",Family Physician,Glendale Adventist Medical Center,,
378,"Dr. Isaac Namdar, MD, FACS",Surgeon,Dominican Hospital,,
379,"Dr. Mary Lee-Wong, MD",Allergist,Desert Regional Medical Center,,
380,"Dr. Laurie Rice, MD",Primary Care Doctor,Arrowhead Regional Medical Center,,
381,"Dr. Robert Tamayev, MD, PhD",Allergist,Natividad Medical Center,,
382,"Dr. Andrew Woolrich, MD",Dermatologist,Marshall Medical Center,,
383,"Laura Palmisano, PAC",Physician Assistant,Good Samaritan Hospital,,
384,"Dr. Gregory Tsai, MD","Ear, Nose & Throat Doctor",Sierra View Medical Center,,
385,"Dr. Laurie Rice, MD",Primary Care Doctor,Ronald Reagan U C L A Medical Center,,
386,"Dr. Aaron Spingarn, MD","Ear, Nose & Throat Doctor",Redlands Community Hospital,,
387,"Dr. Howard Shapiro, DO",Primary Care Doctor,Contra Costa Regional Medical Center,,
388,"Dr. Sourab Choudhury, DO",Pediatric Dermatologist,Providence Holy Cross Medical Center,,
389,"Dr. Harish Kothari, MD",Allergist,Hi-desert Medical Center,,
390,"Dr. Janie Barnett, AuD",Audiologist,Mercy Medical Center Redding,,
391,"Pouya Bral, MA",Audiologist,Alhambra Hospital Medical Center,,
392,"Pouya Bral, MA",Audiologist,Stanford Health Care - Valleycare,,
393,"Dr. Alexandra Zweig, AuD",Audiologist,Seton Medical Center,,
394,"Dr. Ariella Naim, AuD",Audiologist,Providence Saint John's Health Center,,
395,"Dr. Danilova Rufina Yakubov, AuD",Audiologist,Sutter Santa Rosa Regional Hospital,,
396,"Dr. Mary Biordi, AuD",Audiologist,Riverside University Health System-medical Center,,
397,"Dr. Craig Kasper, AuD",Audiologist,Mercy Hospital,,
398,"Dr. Marta Gielarowiec, AuD",Audiologist,Hazel Hawkins Memorial Hospital,,
399,"Dr. Eduardo Bravo, AuD",Audiologist,Barstow Community Hospital,,
400,"Dr. Jessica Woodson, AuD",Audiologist,St Mary Medical Center,,
401,"Dr. Matthew Pabis, MD",Family Physician,Adventist Health Ukiah Valley,,
402,"Dr. Kathy Feng, AuD",Audiologist,Alta Bates Summit Medical Center - Alta Bates Camp,,
403,"Dr. Eduardo Bravo, AuD",Audiologist,El Camino Hospital,,
404,"Dr. Monica Skarzynski, AuD",Audiologist,Sutter Roseville Medical Center,,
405,"Dr. Alyssa Hackett, MD",Pediatric Otolaryngologist,Sutter Tracy Community Hospital,,
406,"Dr. Richard Nass, MD","Ear, Nose & Throat Doctor",Kern Medical Center,,
407,"Michelle Matyko, CCC-A",Audiologist,Highland Hospital,,
408,"Dr. Marta Gielarowiec, AuD",Audiologist,Scripps Memorial Hospital La Jolla,,
409,"Dr. Gregory Tsai, MD","Ear, Nose & Throat Doctor",Loma Linda University Medical Center,,
410,"Dr. Louise-Nicole Moulin, MD","Ear, Nose & Throat Doctor",Corona Regional Medical Center,,
411,"Dr. Marta Gielarowiec, AuD",Audiologist,Salinas Valley Memorial Hospital,,
412,"Dr. William Mandell, MD",Infectious Disease Specialist,Adventist Health Sonora,,
413,"Dr. Calvin Wei, MD","Ear, Nose & Throat Doctor",Adventist Health Lodi Memorial,,
414,"Dr. Isaac Namdar, MD, FACS",Surgeon,Pioneers Memorial Healthcare District,,
415,"Dr. Alyssa Hackett, MD",Pediatric Otolaryngologist,University Of California Irvine Med Center,,
416,"Dr. Syra Hanif, MD",Family Physician,Beverly Hospital,,
417,"Dr. Calvin Wei, MD","Ear, Nose & Throat Doctor",Torrance Memorial Medical Center,,
418,"Dr. Anthony Jahn, MD","Ear, Nose & Throat Doctor",Barton Memorial Hospital,,
419,"Dr. Robert Lebovics, MD, FACS","Ear, Nose & Throat Doctor",Providence Little Company Of Mary Med Ctr Torrance,,
420,"Dr. Hayley Morgan, AuD",Audiologist,Goleta Valley Cottage Hospital,,
421,"Dr. Scott Silver, MD",Internist,Marin General Hospital,,
422,"Dr. George Castro, MD",Pulmonologist,Northbay Medical Center,,
423,"Dr. Tal Dagan, MD","Ear, Nose & Throat Doctor",Lac+usc Medical Center,,
424,"Dr. Gregory Tsai, MD","Ear, Nose & Throat Doctor",Lac/harbor-ucla Med Center,,
425,"Dr. Robert Lebovics, MD, FACS","Ear, Nose & Throat Doctor",Pacifica Hospital Of The Valley,,
426,"Dr. Dennis Karter, MD",Infectious Disease Specialist,Good Samaritan Hospital,,
427,"Dr. Kamran Jafri, MD","Ear, Nose & Throat Doctor",Citrus Valley Medical Center-ic Campus,,
428,"Dr. David Volpi, MD","Ear, Nose & Throat Doctor",Hemet Valley Medical Center,,
429,"Dr. Gregory Levitin, MD","Ear, Nose & Throat Doctor",Pih Hospital - Downey,,
430,"Dr. Melissa Chan, MD",Internist,Community Memorial Hospital San Buenaventura,,
431,"Dr. Melissa Chan, MD",Internist,Santa Barbara Cottage Hospital,,
432,"Dr. Matthew Pabis, MD",Family Physician,Coalinga Regional Medical Center,,
433,"Dr. Xiao Xiao Ma, MD",Family Physician,Chinese Hospital,,
434,"Dr. Lydia Wu, MD",Family Physician,Kaiser Foundation Hospital - South Bay,,
435,"Dr. Dennis Karter, MD",Infectious Disease Specialist,Mercy Hospital Of Folsom,,
436,"Stefanie Ammiano, NP",Nurse Practitioner,Sutter Coast Hospital,,
437,"Dr. John Weigand, AuD",Audiologist,Palo Verde Hospital,,
438,"Stefanie Ammiano, NP",Nurse Practitioner,Scripps Green Hospital,,
439,"Dr. Shari Reitzen, MD","Ear, Nose & Throat Doctor",Kaiser Foundation Hospital - Sacramento,,
440,"Dr. Cathy Carron, MD",Internist,West Anaheim Medical Center,,
441,"Dr. Zarina (Naizam) Badalova, AuD",Audiologist,Huntington Memorial Hospital,,
442,"Dr. Natan Schleider, MD",Addiction Specialist,Stanford Health Care,,
443,"Dr. Natan Schleider, MD",Addiction Specialist,Mercy Medical Center,,
444,"Dr. Yulya Timashpolsky, MD",Internist,Ucsf Medical Center,,
445,"Dr. Alyssa Hackett, MD",Pediatric Otolaryngologist,Adventist Health Bakersfield,,
446,"Dr. Michael Qualley, AuD",Audiologist,St Mary's Medical Center,,
447,"Dr. Vincent D'Auria, AuD",Audiologist,Doctors Medical Center,,
448,"Dr. Jessica Frankel, AuD",Audiologist,Memorial Hospital Of Gardena,,
449,"Dr. Jessica Woodson, AuD",Audiologist,Good Samaritan Hospital,,
450,"Dr. Natalie Abergel, AuD",Audiologist,West Hills Hospital & Medical Center,,
451,"Dr. Aaron Spingarn, MD","Ear, Nose & Throat Doctor",Long Beach Memorial Medical Center,,
452,"Dr. Aldo Londino, MD",Pediatric Otolaryngologist,Eden Medical Center,,
453,"Dr. Marcella Allen, MD",Primary Care Doctor,Clovis Community Medical Center,,
454,"Dr. Jeffrey Ahn, MD",Facial Plastic & Reconstructive Surgeon,John Muir Medical Center - Concord Campus,,
455,"Dr. Aaron Spingarn, MD","Ear, Nose & Throat Doctor",Sutter Auburn Faith Hospital,,
456,"Dr. Marcella Allen, MD",Primary Care Doctor,Saint Vincent Medical Center,,
457,"Dr. Anthony Jahn, MD","Ear, Nose & Throat Doctor",Scripps Memorial Hospital - Encinitas,,
458,"Dr. John Adams, MD",Primary Care Doctor,Sierra Vista Regional Medical Center,,
459,"Dr. David Volpi, MD","Ear, Nose & Throat Doctor",Kaiser Foundation Hospital,,
460,"Dr. Charmaine Young, DO",Family Physician,Kaiser Foundation Hospital - Fremont,,
461,"Dr. Shanna Levine, MD",Primary Care Doctor,Kaiser Foundation Hospital - Zion,,
462,"Dr. Robert J. Bos, MD",Internist,Mercy San Juan Medical Center,,
463,"Dr. Zarina (Naizam) Badalova, AuD",Audiologist,Victor Valley Global Medical Center,,
464,"Dr. Adjoa Duker, MD, MPH",Family Physician,Sutter Delta Medical Center,,
465,"Dr. Rachel Cohen, MD, MS",Internist,Huntington Beach Hospital,,
466,"Dr. John Adams, MD",Primary Care Doctor,Memorial Hospital Los Banos,,
467,"Dr. Jennifer Donath, AuD",Audiologist,John F Kennedy Memorial Hospital,,
468,"Dr. Meagan Hydar, AuD",Audiologist,Sutter Davis Hospital,,
469,"Dr. Shari Reitzen, MD","Ear, Nose & Throat Doctor",Kaiser Foundation Hospital - Redwood City,,
470,"Dr. Katherine Gilmore, AuD",Audiologist,College Hospital Costa Mesa,,
471,"Dr. Seth Weible, AuD",Audiologist,Porterville Developmental Center,,
472,"Dr. Faith Chang, MD",Urgent Care Specialist,Sonoma Developmental Center,,
473,"Dr. Christina Jones, MD",Family Physician,Fairview Developmental Center,,
474,"Dr. Doron Katz, MD",Primary Care Doctor,Los Robles Hospital & Medical Center,,
475,"Dr. Christina Jones, MD",Family Physician,Los Alamitos Medical Center,,
476,"Dr. Shanna Levine, MD",Primary Care Doctor,Memorial Medical Center,,
477,"Pouya Bral, MA",Audiologist,Kaiser Foundation Hospital - West La,,
478,"Dr. Isaac Namdar, MD, FACS",Surgeon,Mission Hospital Regional Med Center,,
479,"Lauren Falcone, NP",Adult Nurse Practitioner,Madera Community Hospital,,
480,"Meulan Amen, NP",Adult Nurse Practitioner,Fountain Valley Regional Hospital & Medical Center,,
481,"Michelle Matyko, CCC-A",Audiologist,Eisenhower Medical Center,,
482,"Dr. David Bekhor, MD",Infectious Disease Specialist,La Palma Intercommunity Hospital,,
483,"Dr. Keith Uleis, MD",Primary Care Doctor,Lakewood Regional Medical Center,,
484,"Dr. Keith Uleis, MD",Primary Care Doctor,Chino Valley Medical Center,,
485,"Dr. Rachel Cohen, MD, MS",Internist,San Dimas Community Hospital,,
486,"Dr. Andrew Fallis, MD",Primary Care Doctor,Placentia Linda Hospital,,
487,"Dr. Laurie Rice, MD",Primary Care Doctor,Methodist Hospital Of Sacramento,,
488,"Dr. Andrew Fallis, MD",Primary Care Doctor,Foothill Presbyterian Hospital,,
489,"Dr. Yixiu Zheng, MD",Internist,University Of California Davis Medical Center,,
490,"Dr. Naresh Rao, DO",Family Physician,Memorialcare Saddleback Medical Center,,
491,"Dr. Doron Katz, MD",Primary Care Doctor,Kaiser Foundation Hospital-san Jose,,
492,"Dr. Alexis Drullinsky, MD",Primary Care Doctor,Delano Regional Medical Center,,
493,"Dr. Naresh Rao, DO",Family Physician,Kaiser Foundation Hospital - Orange County - Anahe,,
494,"Dr. Laurie Rice, MD",Primary Care Doctor,St Johns Pleasant Valley Hospital,,
495,"Dr. Alexis Drullinsky, MD",Primary Care Doctor,Henry Mayo Newhall  Hospital,,
496,"Dr. Kamran Jafri, MD","Ear, Nose & Throat Doctor",Cedars-sinai Medical Center,,
497,"Dr. Carlos Rodriguez-Jaquez, MD",Internist,Twin Cities Community Hospital,,
498,"Dr. Kamran Jafri, MD","Ear, Nose & Throat Doctor",Pomerado Hospital,,
499,"Dr. Brittany Beers, AuD",Audiologist,East Los Angeles Doctors Hospital,,
500,"Dr. Michael Aziz, MD",Internist,Los Angeles Community Hospital,,
501,"Dr. Aran Degenhardt, MD, CAc",Family Physician,Laguna Honda Hospital & Rehabilitation Center,,
502,"Dr. Alexa Lessow, MD",Head & Neck Surgeon,Kaiser Foundation Hosp So Sacramento,,
503,"Dr. Yixiu Zheng, MD",Internist,Kaiser Foundation Hospital - Woodland Hills,,
504,"Dr. Carlos Rodriguez-Jaquez, MD",Internist,Orange Coast Memorial Medical Center,,
505,"Dr. Noah Sands, MD",Facial Plastic & Reconstructive Surgeon,Menifee Valley Medical Center,,
506,"Carolyn Iocolano, NP",Family Nurse Practitioner,"Kaiser Foundation Hospital, Riverside",,
507,"Dr. Weymin Hago, MD",Internist,St Louise Regional Hospital,,
508,"Dr. Marta Gielarowiec, AuD",Audiologist,San Ramon Regional Medical Center,,
509,"Dr. Jessica Frankel, AuD",Audiologist,Kaiser Foundation Hospital-santa Rosa,,
510,"Dr. Zobidatte Moussa, MD",Internist,Keck Hospital Of Usc,,
511,"Dr. Carlos Rodriguez-Jaquez, MD",Internist,Patients' Hospital Of Redding,,
512,"Dr. Carlos Rodriguez-Jaquez, MD",Internist,Southwest Healthcare System,,
513,"Dr. Alexa Lessow, MD",Head & Neck Surgeon,Mission Community Hospital,,
514,"Dr. Sherin Mermash, MD",Internist,Fresno Surgical Hospital,,
515,"Dr. Christina Jones, MD",Family Physician,Desert Valley Hospital,,
516,"Dr. Michael Bagner, MD",Internist,Kaiser Foundation Hospital - Fresno,,
517,"Dr. Aran Degenhardt, MD, CAc",Family Physician,Sutter Maternity & Surgery Center Of Santa Cruz,,
518,"Dr. Talley Dabakarov, AuD",Audiologist,Lac/rancho Los Amigos National Rehabilitation  Ctr,,
519,"Dr. Prarthana Beuria, MD",Primary Care Doctor,Kaiser Foundation Hospital - Baldwin Park,,
520,"Dr. Scott Silver, MD",Internist,Bakersfield Heart Hospital,,
521,"Dr. Elizaveta Tikhonova, MD",Primary Care Doctor,Stanislaus Surgical Hospital,,
522,"Dr. Syra Hanif, MD",Family Physician,Community Hospital Of Long Beach,,
523,"Dr. Kathryn Alcarez, DO",Internist,Whittier Hospital Medical Center,,
524,"Carli Johnston, PA",Physician Assistant,Monterey Park Hospital,,
525,"Dr. Faith Chang, MD",Urgent Care Specialist,Garfield Medical Center,,
526,"Dr. Yulya Timashpolsky, MD",Internist,Greater El Monte Community Hospital,,
527,"Dr. Debbie Goodman, MD",Primary Care Doctor,Centinela Hospital Medical Center,,
528,"Dr. Seth Weible, AuD",Audiologist,Marina Del Rey Hospital,,
529,"Dr. Neelima Tangirala, MD",Internist,Olympia Medical Center,,
530,"Dr. Jessica Allan, MD",Internist,Anaheim Global Medical Center,,
531,"Dr. Shirin Peters, MD",Internist,Chapman Global Medical Center,,
532,"Dr. Jyoti Kini, MD",Internist,Orange County Global Medical Center,,
533,"Dr. Lada Galilova, DO",Primary Care Doctor,South Coast Global Medical Center,,
534,"Dr. Pearl Lui, MD",Family Physician,Kaiser Foundation Hospital Manteca,,
535,"Dr. Daniel Kim, DO",Family Physician,Miracle Mile Medical Center,,
536,"Dr. Karthik Karibandi, MD",Family Physician,Menlo Park Surgical Hospital,,
537,"Dr. Tal Dagan, MD","Ear, Nose & Throat Doctor",Sherman Oaks Hospital,,
538,"Dr. Michael Qualley, AuD",Audiologist,Alvarado Hospital Medical Center,,
539,"Dr. Vincent D'Auria, AuD",Audiologist,Montclair Hospital Medical Center,,
540,"Dr. Yonhee Cha, MD",Primary Care Doctor,Kaiser Foundation Hospital - Antioch,,
541,"Dr. Pearl Lui, MD",Family Physician,Providence Tarzana Medical Center,,
542,"Dr. Carolyn Chang, MD",Pediatrician,Silver Lake Medical Center,,
543,"Dr. Paunel Vukasinov, MD",Internist,Shasta Regional Medical Center,,
544,"Dr. Mary Biordi, AuD",Audiologist,Kaiser Foundation Hospital-moreno Valley,,
545,"Dr. Mekdes Hailu, MD",Family Physician,Sutter Surgical Hospital - North Valley,,
546,"Dr. Mekdes Hailu, MD",Family Physician,Kaiser Foundation Hospital - Vacaville,,
547,"Dr. Jennifer Ng, MD",Primary Care Doctor,Hoag Orthopedic Institute,,
548,"Christi Cherian, PA",Physician Assistant,Loma Linda University Medical Center-murrieta,,
549,"Dr. Karthik Karibandi, MD",Family Physician,Coast Plaza Hospital,,
550,"Dr. Jessica Woodson, AuD",Audiologist,Kaiser Foundation Hospital - Roseville,,
551,"Dr. Cathy Carron, MD",Internist,San Leandro Hospital,,
552,"Dr. Jenny Shih, MD",Pediatrician,Temecula Valley Hospital,,
553,"Dr. Natalie Abergel, AuD",Audiologist,College Medical Center,,
554,"Dr. Nabeel Chaudhary, MD",Internist,Kaiser Foundation Hospital - San Leandro,,
555,"Dr. Nabeel Chaudhary, MD",Internist,Loma Linda University Children's Hospital,,
556,"Dr. Zobidatte Moussa, MD",Internist,"Martin Luther King, Jr. Community Hospital",,
557,"Dr. Christina Jones, MD",Family Physician,Foothill Regional Medical Center,,
558,"Michelle Matyko, CCC-A",Audiologist,Sonoma West Medical Center,,
559,"Dr. Yevgeniy Vaynkof, MD",Family Physician,Casa Colina Hospital,,
560,"Dr. Daniela Lipovic, DO",Urgent Care Specialist,Colusa Medical Center,,
561,"Dr. Justin Amarnani, MD",Family Physician,Eastern Plumas Hospital - Portola Campus,,
562,"Dr. Sherin Mermash, MD",Internist,Adventist Health Tehachapi Valley,,
563,"Dr. Yonni Pellet, MD",Internist,Southern Inyo Hospital,,
564,"Dr. Lada Galilova, DO",Primary Care Doctor,Mammoth Hospital,,
565,"Dr. Noah Sands, MD",Facial Plastic & Reconstructive Surgeon,John C Fremont Healthcare District,,
566,"Dr. Pervaiz Iqbal, MD, FCCP",Pulmonologist,Mayers Memorial Hospital,,
567,"Dr. Eda Chao, MD",Pediatrician,Glenn Medical Center,,
568,"Dr. Zobidatte Moussa, MD",Internist,Catalina Island Medical Center,,
569,"Dr. Ruth Johnson, MD",Internist,Surprise Valley Community Hospital,,
570,"Dr. Jennifer Donath, AuD",Audiologist,Jerold Phelps Community Hospital,,
571,"Dr. Meagan Hydar, AuD",Audiologist,Adventist Health Howard Memorial,,
572,"Dr. Elizaveta Tikhonova, MD",Primary Care Doctor,Orchard Hospital,,
573,"Dr. Ashima Bakhru, MD",Internist,Mountains Community Hospital,,
574,"Dr. Neelima Tangirala, MD",Internist,Kern Valley Healthcare District,,
575,"Dr. Shirin Peters, MD",Internist,Trinity Hospital,,
